2Theta	Intensidade
64,4472954	89
64,48668624	69
64,52607709	72
64,56546794	81
64,60485878	81
64,64424963	92
64,68364048	109
64,72303132	109
64,76242217	155
64,80181302	167
64,84120386	173
64,88059471	176
64,91998556	218
64,9593764	329
64,99876725	690
65,0381581	1629
65,07754894	4423
65,11693979	5334
65,15633064	2428
65,19572148	1117
65,23511233	1556
65,27450318	2978
65,31389402	2179
65,35328487	854
65,39267572	386
65,43206656	239
65,47145741	151
65,51084826	134
65,5502391	112
65,58962995	97
65,6290208	110
65,66841164	82
65,70780249	98
65,74719334	96
65,78658418	64
65,82597503	76
65,86536588	70
65,90475672	74
65,94414757	69
65,98353842	64
66,02292926	68
66,06232011	70
66,10171096	71
66,1411018	74
66,18049265	54
66,2198835	51
66,25927434	79
66,29866519	50
66,33805604	57
66,37744688	50
66,41683773	70
66,45622858	57
66,49561942	52
66,53501027	57
66,57440112	59
66,61379196	51
66,65318281	62
66,69257366	76
66,7319645	66
66,77135535	51
66,8107462	47
66,85013704	56
66,88952789	49
66,92891874	57
66,96830958	57
67,00770043	56
67,04709128	50
67,08648212	38
67,12587297	49
67,16526382	45
67,20465466	61
67,24404551	57
67,28343636	48
67,3228272	46
67,36221805	43
67,4016089	53
67,44099974	55
67,48039059	50
67,51978144	52
67,55917228	57
67,59856313	55
67,63795398	52
67,67734482	53
67,71673567	44
67,75612652	60
67,79551736	59
67,83490821	55
67,87429906	40
67,9136899	48
67,95308075	41
67,9924716	53
68,03186244	43
68,07125329	50
68,11064414	49
68,15003498	56
68,18942583	47
68,22881668	49
68,26820752	41
68,30759837	63
68,34698922	58
68,38638006	42
68,42577091	43
68,46516176	59
68,5045526	46
68,54394345	46
68,5833343	62
68,62272514	54
68,66211599	53
68,70150684	46
68,74089768	37
68,78028853	49
68,81967938	47
68,85907022	47
68,89846107	48
68,93785192	38
68,97724276	62
69,01663361	45
69,05602446	52
69,0954153	51
69,13480615	63
69,174197	53
69,21358784	40
69,25297869	47
69,29236954	55
69,33176038	52
69,37115123	58
69,41054208	42
69,44993292	45
69,48932377	46
69,52871462	37
69,56810546	50
69,60749631	53
69,64688716	54
69,686278	38
69,72566885	52
69,7650597	55
69,80445054	39
69,84384139	41
69,88323224	53
69,92262308	50
69,96201393	38
70,00140478	43
70,04079562	40
70,08018647	47
70,11957732	48
70,15896816	57
70,19835901	53
70,23774986	48
70,2771407	67
70,31653155	50
70,3559224	46
70,39531324	46
70,43470409	54
70,47409494	54
70,51348578	38
70,55287663	45
70,59226748	42
70,63165832	61
70,67104917	58
70,71044002	45
70,74983086	37
70,78922171	46
70,82861256	52
70,8680034	43
70,90739425	52
70,9467851	64
70,98617594	49
71,02556679	54
71,06495764	40
71,10434848	64
71,14373933	49
71,18313018	43
71,22252102	66
71,26191187	44
71,30130272	43
71,34069356	33
71,38008441	32
71,41947526	38
71,4588661	43
71,49825695	45
71,5376478	46
71,57703864	45
71,61642949	48
71,65582034	51
71,69521118	38
71,73460203	38
71,77399288	45
71,81338372	38
71,85277457	43
71,89216542	52
71,93155626	52
71,97094711	55
72,01033796	46
72,0497288	45
72,08911965	55
72,1285105	56
72,16790134	51
72,20729219	63
72,24668304	46
72,28607388	64
72,32546473	47
72,36485558	30
72,40424642	50
72,44363727	46
72,48302812	46
72,52241896	40
72,56180981	39
72,60120066	55
72,6405915	38
72,67998235	49
72,7193732	50
72,75876404	33
72,79815489	52
72,83754574	49
72,87693658	36
72,91632743	42
72,95571828	47
72,99510912	55
73,03449997	46
73,07389082	62
73,11328166	50
73,15267251	56
73,19206336	47
73,2314542	43
73,27084505	51
73,3102359	39
73,34962674	48
73,38901759	50
73,42840844	34
73,46779928	47
73,50719013	49
73,54658098	50
73,58597182	51
73,62536267	43
73,66475352	46
73,70414436	32
73,74353521	45
73,78292606	33
73,8223169	44
73,86170775	30
73,90109859	40
73,94048944	41
73,97988029	60
74,01927113	48
74,05866198	55
74,09805283	42
74,13744367	34
74,17683452	38
74,21622537	41
74,25561621	31
74,29500706	48
74,33439791	47
74,37378875	58
74,4131796	42
74,45257045	42
74,49196129	45
74,53135214	51
74,57074299	55
74,61013383	45
74,64952468	44
74,68891553	33
74,72830637	42
74,76769722	49
74,80708807	41
74,84647891	49
74,88586976	41
74,92526061	50
74,96465145	40
75,0040423	44
75,04343315	44
75,08282399	41
75,12221484	39
75,16160569	45
75,20099653	45
75,24038738	30
75,27977823	37
75,31916907	55
75,35855992	46
75,39795077	49
75,43734161	66
75,47673246	45
75,51612331	42
75,55551415	47
75,594905	44
75,63429585	55
75,67368669	40
75,71307754	48
75,75246839	33
75,79185923	38
75,83125008	58
75,87064093	41
75,91003177	33
75,94942262	40
75,98881347	35
76,02820431	35
76,06759516	44
76,10698601	45
76,14637685	45
76,1857677	41
76,22515855	49
76,26454939	47
76,30394024	40
76,34333109	54
76,38272193	35
76,42211278	48
76,46150363	58
76,50089447	34
76,54028532	55
76,57967617	46
76,61906701	43
76,65845786	45
76,69784871	45
76,73723955	47
76,7766304	42
76,81602125	45
76,85541209	45
76,89480294	32
76,93419379	41
76,97358463	48
77,01297548	39
77,05236633	40
77,09175717	48
77,13114802	62
77,17053887	42
77,20992971	42
77,24932056	56
77,28871141	50
77,32810225	50
77,3674931	46
77,40688395	65
77,44627479	30
77,48566564	41
77,52505649	35
77,56444733	48
77,60383818	54
77,64322903	60
77,68261987	41
77,72201072	59
77,76140157	66
77,80079241	59
77,84018326	53
77,87957411	77
77,91896495	58
77,9583558	67
77,99774665	68
78,03713749	90
78,07652834	115
78,11591919	115
78,15531003	251
78,19470088	354
78,23409173	540
78,27348257	509
78,31287342	285
78,35226427	215
78,39165511	203
78,43104596	271
78,47043681	289
78,50982765	300
78,5492185	182
78,58860935	107
78,62800019	97
78,66739104	76
78,70678189	70
78,74617273	65
78,78556358	57
78,82495443	59
78,86434527	53
78,90373612	56
78,94312697	44
78,98251781	34
79,02190866	42
79,06129951	49
79,10069035	59
79,1400812	46
79,17947205	34
79,21886289	52
79,25825374	53
79,29764459	38
79,33703543	47
79,37642628	44
79,41581713	42
79,45520797	55
79,49459882	44
79,53398967	38
79,57338051	53
79,61277136	44
79,65216221	52
79,69155305	49
79,7309439	56
79,77033475	64
79,80972559	39
79,84911644	38
79,88850729	61
79,92789813	41
79,96728898	54
80,00667983	64
80,04607067	59
80,08546152	77
80,12485237	65
80,16424321	64
80,20363406	50
80,24302491	48
80,28241575	54
80,3218066	38
80,36119745	56
80,40058829	55
80,43997914	43
80,47936999	45
80,51876083	55
80,55815168	37
80,59754253	42
80,63693337	37
80,67632422	33
80,71571507	52
80,75510591	52
80,79449676	48
80,83388761	56
80,87327845	64
80,9126693	50
80,95206015	50
80,99145099	50
81,03084184	53
81,07023269	55
81,10962353	40
81,14901438	42
81,18840523	41
81,22779607	41
81,26718692	61
81,30657777	32
81,34596861	43
81,38535946	48
81,42475031	53
81,46414115	49
81,503532	53
81,54292285	52
81,58231369	55
81,62170454	50
81,66109539	48
81,70048623	49
81,73987708	45
81,77926793	41
81,81865877	62
81,85804962	58
81,89744047	45
81,93683131	68
81,97622216	71
82,01561301	86
82,05500385	65
82,0943947	66
82,13378555	75
82,17317639	98
82,21256724	100
82,25195809	116
82,29134893	170
82,33073978	267
82,37013063	608
82,40952147	1293
82,44891232	1653
82,48830317	891
82,52769401	469
82,56708486	349
82,60647571	469
82,64586655	638
82,6852574	923
82,72464825	629
82,76403909	327
82,80342994	206
82,84282079	161
82,88221163	166
82,92160248	119
82,96099333	77
83,00038417	75
83,03977502	53
83,07916587	56
83,11855671	50
83,15794756	51
83,19733841	76
83,23672925	46
83,2761201	67
83,31551095	47
83,35490179	47
83,39429264	47
83,43368349	51
83,47307433	41
83,51246518	45
83,55185603	40
83,59124687	55
83,63063772	32
83,67002857	29
83,70941941	42
83,74881026	46
83,78820111	43
83,82759195	46
83,8669828	49
83,90637365	52
83,94576449	26
83,98515534	39
84,02454619	44
84,06393703	42
84,10332788	41
84,14271873	41
84,18210957	44
84,22150042	48
84,26089127	39
84,30028211	45
84,33967296	37
84,37906381	32
84,41845465	39
84,4578455	44
84,49723635	37
84,53662719	50
84,57601804	33
84,61540889	40
84,65479973	42
84,69419058	43
84,73358143	58
84,77297227	33
84,81236312	43
84,85175397	39
84,89114481	47
84,93053566	49
84,96992651	50
85,00931735	42
85,0487082	39
85,08809905	47
