2Theta	Intensidade
88,56249355	956
88,6018844	932
88,64127524	930
88,68066609	931
88,72005694	928
88,75944778	1015
88,79883863	941
88,83822948	937
88,87762032	897
88,91701117	966
88,95640202	961
88,99579286	915
89,03518371	873
89,07457456	894
89,1139654	856
89,15335625	886
89,1927471	875
89,23213794	909
89,27152879	892
89,31091964	912
89,35031048	990
89,38970133	874
89,42909218	890
89,46848302	946
89,50787387	881
89,54726472	967
89,58665556	937
89,62604641	930
89,66543726	910
89,7048281	884
89,74421895	859
89,7836098	933
89,82300064	978
89,86239149	904
89,90178234	931
89,94117318	916
89,98056403	895
