Order;Load(kN);Defor(mm);Stroke(mm);Time(s)
1403;0.26;28.1187;28.119;84.175
1404;0.26;28.1388;28.139;84.235
1405;0.26;28.1587;28.159;84.295
1406;0.26;28.1787;28.179;84.355
1407;0.26;28.1987;28.199;84.415
1408;0.26;28.2188;28.219;84.475
1409;0.26;28.24;28.24;84.535
1410;0.26;28.26;28.26;84.595
1411;0.26;28.28;28.28;84.655
1412;0.26;28.3;28.3;84.715
1413;0.26;28.32;28.32;84.775
1414;0.26;28.34;28.34;84.835
1415;0.26;28.36;28.36;84.895
1416;0.26;28.38;28.38;84.955
1417;0.26;28.4;28.4;85.015
1418;0.26;28.42;28.42;85.075
1419;0.26;28.44;28.44;85.135
1420;0.26;28.46;28.46;85.195
1421;0.26;28.48;28.48;85.255
1422;0.26;28.5;28.5;85.315
1423;0.26;28.52;28.52;85.375
1424;0.26;28.54;28.54;85.435
1425;0.26;28.5612;28.561;85.495
1426;0.26;28.5812;28.581;85.555
1427;0.26;28.6012;28.601;85.615
1428;0.26;28.6213;28.621;85.675
1429;0.26;28.6412;28.641;85.735
1430;0.26;28.6612;28.661;85.795
1431;0.26;28.6812;28.681;85.855
1432;0.26;28.7013;28.701;85.915
1433;0.26;28.7212;28.721;85.975
1434;0.26;28.7412;28.741;86.035
1435;0.26;28.7612;28.761;86.095
1436;0.26;28.7825;28.782;86.155
1437;0.26;28.8025;28.802;86.215
1438;0.26;28.8225;28.823;86.275
1439;0.26;28.8425;28.842;86.335
1440;0.26;28.8625;28.862;86.395
1441;0.26;28.8825;28.882;86.455
1442;0.26;28.9025;28.903;86.515
1443;0.26;28.9237;28.924;86.575
1444;0.26;28.9425;28.942;86.635
1445;0.26;28.9637;28.964;86.695
1446;0.26;28.9837;28.984;86.755
1447;0.26;29.0037;29.004;86.815
1448;0.26;29.0237;29.024;86.875
1449;0.26;29.0437;29.044;86.935
1450;0.26;29.0637;29.064;86.995
1451;0.26;29.0837;29.084;87.055
1452;0.26;29.1038;29.104;87.115
1453;0.26;29.1237;29.124;87.175
1454;0.26;29.145;29.145;87.235
1455;0.26;29.165;29.165;87.295
1456;0.26;29.185;29.185;87.355
1457;0.26;29.205;29.205;87.415
1458;0.26;29.225;29.225;87.475
1459;0.26;29.245;29.245;87.535
1460;0.26;29.265;29.265;87.595
1461;0.26;29.285;29.285;87.655
1462;0.26;29.305;29.305;87.715
1463;0.26;29.325;29.325;87.775
1464;0.26;29.345;29.345;87.835
1465;0.26;29.365;29.365;87.895
1466;0.26;29.385;29.385;87.955
1467;0.26;29.405;29.405;88.015
1468;0.26;29.425;29.425;88.075
1469;0.26;29.445;29.445;88.135
1470;0.26;29.465;29.465;88.195
1471;0.26;29.485;29.485;88.255
1472;0.26;29.505;29.505;88.315
1473;0.26;29.525;29.525;88.375
1474;0.26;29.545;29.545;88.435
1475;0.26;29.565;29.565;88.495
1476;0.26;29.585;29.585;88.555
1477;0.26;29.605;29.605;88.615
1478;0.26;29.625;29.625;88.675
1479;0.26;29.6462;29.646;88.735
1480;0.26;29.665;29.665;88.795
1481;0.26;29.6862;29.686;88.855
1482;0.26;29.7062;29.706;88.915
1483;0.26;29.7262;29.726;88.975
1484;0.26;29.7463;29.746;89.035
1485;0.26;29.7662;29.766;89.095
1486;0.26;29.7862;29.786;89.155
1487;0.26;29.8062;29.806;89.215
1488;0.26;29.8263;29.826;89.275
1489;0.26;29.8462;29.846;89.335
1490;0.26;29.8662;29.866;89.395
1491;0.26;29.8862;29.886;89.455
1492;0.26;29.9062;29.906;89.515
1493;0.26;29.9262;29.926;89.575
1494;0.26;29.9462;29.946;89.635
1495;0.26;29.9662;29.966;89.695
1496;0.26;29.9862;29.986;89.755
1497;0.26;30.0062;30.006;89.815
1498;0.26;30.0262;30.026;89.875
1499;0.26;30.0462;30.046;89.935
