0
Diameter:	   8.00
   1.00
Area:	  50.2655
GaugeLength:	  50.00
2009-1-1
al solu
001
DataNumber:	3395
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1955	  9.7600	  5.1208	   7.800	 117.295
 1956	  9.7600	  5.1258	   7.805	 117.355
 1957	  9.7800	  5.1308	   7.810	 117.415
 1958	  9.7800	  5.1358	   7.815	 117.475
 1959	  9.8000	  5.1408	   7.820	 117.535
 1960	  9.8000	  5.1458	   7.825	 117.595
 1961	  9.8000	  5.1508	   7.830	 117.655
 1962	  9.8200	  5.1558	   7.835	 117.715
 1963	  9.8200	  5.1608	   7.840	 117.775
 1964	  9.8200	  5.1658	   7.845	 117.835
 1965	  9.8400	  5.1708	   7.850	 117.895
 1966	  9.8400	  5.1758	   7.855	 117.955
 1967	  9.8400	  5.1808	   7.860	 118.015
 1968	  9.8400	  5.1858	   7.865	 118.075
 1969	  9.8600	  5.1908	   7.870	 118.135
 1970	  9.8600	  5.1958	   7.875	 118.195
 1971	  9.8600	  5.2008	   7.880	 118.255
 1972	  9.8600	  5.2058	   7.885	 118.315
 1973	  9.8800	  5.2108	   7.890	 118.375
 1974	  9.8800	  5.2158	   7.895	 118.435
 1975	  9.8800	  5.2208	   7.900	 118.495
 1976	  9.8800	  5.2258	   7.905	 118.555
 1977	  9.8800	  5.2308	   7.910	 118.615
 1978	  9.8800	  5.2358	   7.915	 118.675
 1979	  9.8800	  5.2408	   7.920	 118.735
 1980	  9.8800	  5.2458	   7.925	 118.795
 1981	  9.8800	  5.2508	   7.930	 118.855
 1982	  9.9000	  5.2558	   7.935	 118.915
 1983	  9.9000	  5.2608	   7.940	 118.975
 1984	  9.9000	  5.2658	   7.945	 119.035
 1985	  9.9000	  5.2708	   7.950	 119.095
 1986	  9.9000	  5.2758	   7.955	 119.155
 1987	  9.9000	  5.2821	   7.961	 119.215
 1988	  9.9000	  5.2858	   7.965	 119.275
 1989	  9.9000	  5.2908	   7.970	 119.335
 1990	  9.9000	  5.2958	   7.975	 119.395
 1991	  9.9000	  5.3021	   7.981	 119.455
 1992	  9.9000	  5.3058	   7.985	 119.515
 1993	  9.9000	  5.3108	   7.990	 119.575
 1994	  9.9000	  5.3158	   7.995	 119.635
 1995	  9.9000	  5.3208	   8.000	 119.695
 1996	  9.9000	  5.3258	   8.005	 119.755
 1997	  9.9000	  5.3308	   8.010	 119.815
 1998	  9.9000	  5.3358	   8.015	 119.875
 1999	  9.9000	  5.3408	   8.020	 119.935
 2000	  9.9000	  5.3458	   8.025	 119.995
 2001	  9.8800	  5.3508	   8.030	 120.055
 2002	  9.8800	  5.3558	   8.035	 120.115
 2003	  9.8800	  5.3621	   8.041	 120.175
 2004	  9.8800	  5.3658	   8.045	 120.235
 2005	  9.8800	  5.3721	   8.051	 120.295
 2006	  9.8800	  5.3758	   8.055	 120.355
 2007	  9.8800	  5.3821	   8.061	 120.415
 2008	  9.8600	  5.3858	   8.065	 120.475
 2009	  9.8600	  5.3921	   8.071	 120.535
 2010	  9.8600	  5.3958	   8.075	 120.595
 2011	  9.8600	  5.4021	   8.081	 120.655
 2012	  9.8600	  5.4071	   8.086	 120.715
 2013	  9.8400	  5.4121	   8.091	 120.775
 2014	  9.8400	  5.4171	   8.096	 120.835
 2015	  9.8400	  5.4221	   8.101	 120.895
 2016	  9.8400	  5.4271	   8.106	 120.955
 2017	  9.8200	  5.4321	   8.111	 121.015
 2018	  9.8200	  5.4371	   8.116	 121.075
 2019	  9.8200	  5.4421	   8.121	 121.135
 2020	  9.8200	  5.4471	   8.126	 121.195
 2021	  9.8200	  5.4521	   8.131	 121.255
 2022	  9.8200	  5.4571	   8.136	 121.315
 2023	  9.8000	  5.4621	   8.141	 121.375
 2024	  9.8000	  5.4671	   8.146	 121.435
 2025	  9.8000	  5.4721	   8.151	 121.495
 2026	  9.8000	  5.4771	   8.156	 121.555
 2027	  9.8000	  5.4821	   8.161	 121.615
 2028	  9.8000	  5.4871	   8.166	 121.675
 2029	  9.8000	  5.4921	   8.171	 121.735
 2030	  9.8000	  5.4971	   8.176	 121.795
 2031	  9.7800	  5.5021	   8.181	 121.855
 2032	  9.7800	  5.5071	   8.186	 121.915
 2033	  9.7800	  5.5121	   8.191	 121.975
 2034	  9.7800	  5.5171	   8.196	 122.035
 2035	  9.7800	  5.5221	   8.201	 122.095
 2036	  9.7800	  5.5271	   8.206	 122.155
 2037	  9.7800	  5.5321	   8.211	 122.215
 2038	  9.7800	  5.5371	   8.216	 122.275
 2039	  9.7800	  5.5396	   8.219	 122.335
 2040	  9.7800	  5.5446	   8.224	 122.395
 2041	  9.8000	  5.5496	   8.229	 122.455
 2042	  9.8000	  5.5546	   8.234	 122.515
 2043	  9.8000	  5.5596	   8.239	 122.575
 2044	  9.8000	  5.5646	   8.244	 122.635
 2045	  9.8000	  5.5696	   8.249	 122.695
 2046	  9.8000	  5.5746	   8.254	 122.755
 2047	  9.8200	  5.5796	   8.259	 122.815
 2048	  9.8200	  5.5846	   8.264	 122.875
 2049	  9.8200	  5.5896	   8.269	 122.935
 2050	  9.8400	  5.5946	   8.274	 122.995
 2051	  9.8400	  5.5996	   8.279	 123.055
 2052	  9.8400	  5.6046	   8.284	 123.115
 2053	  9.8600	  5.6096	   8.289	 123.175
 2054	  9.8600	  5.6146	   8.294	 123.235
 2055	  9.8600	  5.6196	   8.299	 123.295
 2056	  9.8800	  5.6246	   8.304	 123.355
 2057	  9.8800	  5.6296	   8.309	 123.415
 2058	  9.8800	  5.6346	   8.314	 123.475
 2059	  9.9000	  5.6396	   8.319	 123.535
 2060	  9.9000	  5.6446	   8.324	 123.595
 2061	  9.9000	  5.6496	   8.329	 123.655
 2062	  9.9200	  5.6546	   8.334	 123.715
 2063	  9.9200	  5.6596	   8.339	 123.775
 2064	  9.9200	  5.6646	   8.344	 123.835
 2065	  9.9200	  5.6696	   8.349	 123.895
 2066	  9.9200	  5.6746	   8.354	 123.955
 2067	  9.9200	  5.6796	   8.359	 124.015
 2068	  9.9400	  5.6846	   8.364	 124.075
 2069	  9.9400	  5.6896	   8.369	 124.135
 2070	  9.9400	  5.6946	   8.374	 124.195
 2071	  9.9400	  5.6996	   8.379	 124.255
 2072	  9.9400	  5.7046	   8.384	 124.315
 2073	  9.9600	  5.7096	   8.389	 124.375
 2074	  9.9600	  5.7146	   8.394	 124.435
 2075	  9.9600	  5.7196	   8.399	 124.495
 2076	  9.9600	  5.7246	   8.404	 124.555
 2077	  9.9600	  5.7296	   8.409	 124.615
 2078	  9.9600	  5.7346	   8.414	 124.675
 2079	  9.9600	  5.7396	   8.419	 124.735
 2080	  9.9800	  5.7446	   8.424	 124.795
 2081	  9.9800	  5.7508	   8.430	 124.855
 2082	  9.9800	  5.7558	   8.435	 124.915
 2083	  9.9800	  5.7608	   8.440	 124.975
 2084	  9.9800	  5.7658	   8.445	 125.035
 2085	  9.9800	  5.7708	   8.450	 125.095
 2086	  9.9800	  5.7758	   8.455	 125.155
 2087	  9.9800	  5.7808	   8.460	 125.215
 2088	 10.0000	  5.7858	   8.465	 125.275
 2089	 10.0000	  5.7908	   8.470	 125.335
 2090	 10.0000	  5.7958	   8.475	 125.395
 2091	 10.0000	  5.8008	   8.480	 125.455
 2092	 10.0000	  5.8058	   8.485	 125.515
 2093	 10.0000	  5.8108	   8.490	 125.575
 2094	 10.0200	  5.8158	   8.495	 125.635
 2095	 10.0200	  5.8208	   8.500	 125.695
 2096	 10.0200	  5.8258	   8.505	 125.755
 2097	 10.0200	  5.8308	   8.510	 125.815
 2098	 10.0200	  5.8358	   8.515	 125.875
 2099	 10.0200	  5.8408	   8.520	 125.935
 2100	 10.0200	  5.8458	   8.525	 125.995
 2101	 10.0200	  5.8508	   8.530	 126.055
 2102	 10.0400	  5.8558	   8.535	 126.115
 2103	 10.0400	  5.8608	   8.540	 126.175
 2104	 10.0400	  5.8658	   8.545	 126.235
 2105	 10.0400	  5.8708	   8.550	 126.295
 2106	 10.0400	  5.8758	   8.555	 126.355
 2107	 10.0400	  5.8808	   8.560	 126.415
 2108	 10.0400	  5.8858	   8.565	 126.475
 2109	 10.0400	  5.8908	   8.570	 126.535
 2110	 10.0400	  5.8958	   8.575	 126.595
 2111	 10.0400	  5.9008	   8.580	 126.655
 2112	 10.0600	  5.9058	   8.585	 126.715
 2113	 10.0600	  5.9108	   8.590	 126.775
 2114	 10.0600	  5.9158	   8.595	 126.835
 2115	 10.0600	  5.9208	   8.600	 126.895
 2116	 10.0600	  5.9258	   8.605	 126.955
 2117	 10.0600	  5.9321	   8.611	 127.015
 2118	 10.0600	  5.9358	   8.615	 127.075
 2119	 10.0600	  5.9421	   8.621	 127.135
 2120	 10.0600	  5.9458	   8.625	 127.195
 2121	 10.0800	  5.9521	   8.631	 127.255
 2122	 10.0800	  5.9558	   8.635	 127.315
 2123	 10.0800	  5.9621	   8.641	 127.375
 2124	 10.0800	  5.9658	   8.645	 127.435
 2125	 10.0800	  5.9721	   8.651	 127.495
 2126	 10.0800	  5.9758	   8.655	 127.555
 2127	 10.0800	  5.9821	   8.661	 127.615
 2128	 10.0800	  5.9871	   8.666	 127.675
 2129	 10.0800	  5.9921	   8.671	 127.735
 2130	 10.0800	  5.9971	   8.676	 127.795
 2131	 10.1000	  6.0021	   8.681	 127.855
 2132	 10.1000	  6.0071	   8.686	 127.915
 2133	 10.1000	  6.0121	   8.691	 127.975
 2134	 10.1000	  6.0171	   8.696	 128.035
 2135	 10.1000	  6.0221	   8.701	 128.095
 2136	 10.1000	  6.0271	   8.706	 128.155
 2137	 10.1000	  6.0321	   8.711	 128.215
 2138	 10.1000	  6.0371	   8.716	 128.275
 2139	 10.1000	  6.0421	   8.721	 128.335
 2140	 10.1000	  6.0471	   8.726	 128.395
 2141	 10.1200	  6.0521	   8.731	 128.455
 2142	 10.1200	  6.0571	   8.736	 128.515
 2143	 10.1200	  6.0621	   8.741	 128.575
 2144	 10.1200	  6.0671	   8.746	 128.635
 2145	 10.1200	  6.0721	   8.751	 128.695
 2146	 10.1200	  6.0771	   8.756	 128.755
 2147	 10.1200	  6.0821	   8.761	 128.815
 2148	 10.1200	  6.0871	   8.766	 128.875
 2149	 10.1200	  6.0921	   8.771	 128.935
 2150	 10.1200	  6.0971	   8.776	 128.995
 2151	 10.1200	  6.1021	   8.781	 129.055
 2152	 10.1200	  6.1071	   8.786	 129.115
 2153	 10.1200	  6.1121	   8.791	 129.175
 2154	 10.1200	  6.1171	   8.796	 129.235
 2155	 10.1200	  6.1221	   8.801	 129.295
 2156	 10.1200	  6.1271	   8.806	 129.355
 2157	 10.1400	  6.1321	   8.811	 129.415
 2158	 10.1400	  6.1371	   8.816	 129.475
 2159	 10.1400	  6.1421	   8.821	 129.535
 2160	 10.1400	  6.1471	   8.826	 129.595
 2161	 10.1400	  6.1521	   8.831	 129.655
 2162	 10.1400	  6.1571	   8.836	 129.715
 2163	 10.1400	  6.1621	   8.841	 129.775
 2164	 10.1400	  6.1671	   8.846	 129.835
 2165	 10.1400	  6.1721	   8.851	 129.895
 2166	 10.1400	  6.1771	   8.856	 129.955
 2167	 10.1400	  6.1821	   8.861	 130.015
 2168	 10.1400	  6.1871	   8.866	 130.075
 2169	 10.1400	  6.1921	   8.871	 130.135
 2170	 10.1400	  6.1971	   8.876	 130.195
 2171	 10.1400	  6.2033	   8.882	 130.255
 2172	 10.1400	  6.2083	   8.887	 130.315
 2173	 10.1400	  6.2133	   8.892	 130.375
 2174	 10.1400	  6.2183	   8.898	 130.435
 2175	 10.1400	  6.2233	   8.903	 130.495
 2176	 10.1400	  6.2283	   8.908	 130.555
 2177	 10.1400	  6.2333	   8.912	 130.615
 2178	 10.1400	  6.2383	   8.917	 130.675
 2179	 10.1400	  6.2433	   8.922	 130.735
 2180	 10.1400	  6.2483	   8.927	 130.795
 2181	 10.1400	  6.2533	   8.932	 130.855
 2182	 10.1400	  6.2583	   8.938	 130.915
 2183	 10.1400	  6.2633	   8.943	 130.975
 2184	 10.1400	  6.2683	   8.948	 131.035
 2185	 10.1400	  6.2733	   8.952	 131.095
 2186	 10.1400	  6.2783	   8.957	 131.155
 2187	 10.1400	  6.2833	   8.962	 131.215
 2188	 10.1400	  6.2883	   8.967	 131.275
 2189	 10.1400	  6.2933	   8.972	 131.335
 2190	 10.1400	  6.2983	   8.977	 131.395
 2191	 10.1400	  6.3033	   8.983	 131.455
 2192	 10.1400	  6.3083	   8.988	 131.515
 2193	 10.1400	  6.3133	   8.992	 131.575
 2194	 10.1400	  6.3183	   8.997	 131.635
 2195	 10.1400	  6.3233	   9.002	 131.695
 2196	 10.1400	  6.3283	   9.007	 131.755
 2197	 10.1200	  6.3333	   9.012	 131.815
 2198	 10.1200	  6.3383	   9.017	 131.875
 2199	 10.0800	  6.3433	   9.023	 131.935
 2200	 10.0200	  6.3483	   9.028	 131.995
 2201	 10.0000	  6.3533	   9.033	 132.055
 2202	 10.0000	  6.3583	   9.037	 132.115
 2203	 10.0000	  6.3633	   9.042	 132.175
 2204	 10.0000	  6.3683	   9.047	 132.235
 2205	 10.0000	  6.3733	   9.052	 132.295
 2206	 10.0200	  6.3783	   9.057	 132.355
 2207	 10.0200	  6.3833	   9.062	 132.415
 2208	 10.0200	  6.3883	   9.068	 132.475
 2209	 10.0200	  6.3933	   9.073	 132.535
 2210	 10.0400	  6.3983	   9.077	 132.595
 2211	 10.0400	  6.4033	   9.082	 132.655
 2212	 10.0400	  6.4083	   9.087	 132.715
 2213	 10.0400	  6.4133	   9.092	 132.775
 2214	 10.0400	  6.4183	   9.097	 132.835
 2215	 10.0400	  6.4233	   9.102	 132.895
 2216	 10.0400	  6.4283	   9.108	 132.955
 2217	 10.0400	  6.4333	   9.113	 133.015
 2218	 10.0400	  6.4383	   9.117	 133.075
 2219	 10.0600	  6.4433	   9.122	 133.135
 2220	 10.0600	  6.4483	   9.127	 133.195
 2221	 10.0600	  6.4546	   9.134	 133.255
 2222	 10.0600	  6.4596	   9.139	 133.315
 2223	 10.0600	  6.4646	   9.144	 133.375
 2224	 10.0600	  6.4696	   9.149	 133.435
 2225	 10.0600	  6.4746	   9.154	 133.495
 2226	 10.0600	  6.4796	   9.159	 133.555
 2227	 10.0600	  6.4846	   9.164	 133.615
 2228	 10.0600	  6.4896	   9.169	 133.675
 2229	 10.0800	  6.4946	   9.174	 133.735
 2230	 10.0800	  6.4996	   9.179	 133.795
 2231	 10.0800	  6.5046	   9.184	 133.855
 2232	 10.0800	  6.5096	   9.189	 133.915
 2233	 10.0800	  6.5146	   9.194	 133.975
 2234	 10.0800	  6.5196	   9.199	 134.035
 2235	 10.0800	  6.5246	   9.204	 134.095
 2236	 10.0800	  6.5296	   9.209	 134.155
 2237	 10.0800	  6.5346	   9.214	 134.215
 2238	 10.0800	  6.5396	   9.219	 134.275
 2239	 10.0800	  6.5446	   9.224	 134.335
 2240	 10.0800	  6.5496	   9.229	 134.395
 2241	 10.1000	  6.5546	   9.234	 134.455
 2242	 10.1000	  6.5596	   9.239	 134.515
 2243	 10.1000	  6.5646	   9.244	 134.575
 2244	 10.1000	  6.5696	   9.249	 134.635
 2245	 10.1000	  6.5746	   9.254	 134.695
 2246	 10.1000	  6.5796	   9.259	 134.755
 2247	 10.0800	  6.5846	   9.264	 134.815
 2248	 10.0800	  6.5896	   9.269	 134.875
 2249	 10.0800	  6.5946	   9.274	 134.935
 2250	 10.0800	  6.5996	   9.279	 134.995
 2251	 10.0800	  6.6046	   9.284	 135.055
 2252	 10.0800	  6.6096	   9.289	 135.115
 2253	 10.0800	  6.6146	   9.294	 135.175
 2254	 10.0800	  6.6196	   9.299	 135.235
 2255	 10.0800	  6.6246	   9.304	 135.295
 2256	 10.1000	  6.6296	   9.309	 135.355
 2257	 10.1000	  6.6346	   9.314	 135.415
 2258	 10.1200	  6.6396	   9.319	 135.475
 2259	 10.1200	  6.6446	   9.324	 135.535
 2260	 10.1400	  6.6496	   9.329	 135.595
 2261	 10.1400	  6.6546	   9.334	 135.655
 2262	 10.1400	  6.6596	   9.339	 135.715
 2263	 10.1400	  6.6646	   9.344	 135.775
 2264	 10.1600	  6.6696	   9.349	 135.835
 2265	 10.1600	  6.6746	   9.354	 135.895
 2266	 10.1800	  6.6796	   9.359	 135.955
 2267	 10.1800	  6.6846	   9.364	 136.015
 2268	 10.1800	  6.6896	   9.369	 136.075
 2269	 10.2000	  6.6946	   9.374	 136.135
 2270	 10.2000	  6.6996	   9.379	 136.195
 2271	 10.2200	  6.7046	   9.384	 136.255
 2272	 10.2200	  6.7096	   9.389	 136.315
 2273	 10.2200	  6.7146	   9.394	 136.375
 2274	 10.2200	  6.7196	   9.399	 136.435
 2275	 10.2400	  6.7246	   9.404	 136.495
 2276	 10.2400	  6.7296	   9.409	 136.555
 2277	 10.2400	  6.7346	   9.414	 136.615
 2278	 10.2400	  6.7396	   9.419	 136.675
 2279	 10.2600	  6.7446	   9.424	 136.735
 2280	 10.2600	  6.7496	   9.429	 136.795
 2281	 10.2800	  6.7546	   9.434	 136.855
 2282	 10.2800	  6.7608	   9.440	 136.915
 2283	 10.2800	  6.7646	   9.444	 136.975
 2284	 10.2800	  6.7708	   9.450	 137.035
 2285	 10.2800	  6.7758	   9.455	 137.095
 2286	 10.2800	  6.7808	   9.460	 137.155
 2287	 10.2800	  6.7858	   9.465	 137.215
 2288	 10.3000	  6.7908	   9.470	 137.275
 2289	 10.3000	  6.7958	   9.475	 137.335
 2290	 10.3000	  6.8008	   9.480	 137.395
 2291	 10.3000	  6.8058	   9.485	 137.455
 2292	 10.3000	  6.8108	   9.490	 137.515
 2293	 10.3000	  6.8158	   9.495	 137.575
 2294	 10.3200	  6.8208	   9.500	 137.635
 2295	 10.3200	  6.8258	   9.505	 137.695
 2296	 10.3200	  6.8308	   9.510	 137.755
 2297	 10.3200	  6.8358	   9.515	 137.815
 2298	 10.3200	  6.8408	   9.520	 137.875
 2299	 10.3200	  6.8458	   9.525	 137.935
 2300	 10.3200	  6.8508	   9.530	 137.995
 2301	 10.3200	  6.8558	   9.535	 138.055
 2302	 10.3200	  6.8608	   9.540	 138.115
 2303	 10.3200	  6.8658	   9.545	 138.175
 2304	 10.3400	  6.8708	   9.550	 138.235
 2305	 10.3400	  6.8758	   9.555	 138.295
 2306	 10.3200	  6.8808	   9.560	 138.355
 2307	 10.3400	  6.8858	   9.565	 138.415
 2308	 10.3400	  6.8908	   9.570	 138.475
 2309	 10.3400	  6.8958	   9.575	 138.535
 2310	 10.3400	  6.9008	   9.580	 138.595
 2311	 10.3400	  6.9058	   9.585	 138.655
 2312	 10.3400	  6.9108	   9.590	 138.715
 2313	 10.3400	  6.9158	   9.595	 138.775
 2314	 10.3400	  6.9208	   9.600	 138.835
 2315	 10.3400	  6.9258	   9.605	 138.895
 2316	 10.3400	  6.9308	   9.610	 138.955
 2317	 10.3400	  6.9358	   9.615	 139.015
 2318	 10.3400	  6.9408	   9.620	 139.075
 2319	 10.3400	  6.9458	   9.625	 139.135
 2320	 10.3400	  6.9521	   9.631	 139.195
 2321	 10.3400	  6.9558	   9.635	 139.255
 2322	 10.3400	  6.9621	   9.641	 139.315
 2323	 10.3400	  6.9658	   9.645	 139.375
 2324	 10.3400	  6.9721	   9.651	 139.435
 2325	 10.3400	  6.9758	   9.655	 139.495
 2326	 10.3400	  6.9821	   9.661	 139.555
 2327	 10.3400	  6.9871	   9.666	 139.615
 2328	 10.3400	  6.9921	   9.671	 139.675
 2329	 10.3400	  6.9971	   9.676	 139.735
 2330	 10.3400	  7.0021	   9.681	 139.795
 2331	 10.3400	  7.0071	   9.686	 139.855
 2332	 10.3400	  7.0121	   9.691	 139.915
 2333	 10.3400	  7.0171	   9.696	 139.975
 2334	 10.3400	  7.0221	   9.701	 140.035
 2335	 10.3400	  7.0271	   9.706	 140.095
 2336	 10.3400	  7.0321	   9.711	 140.155
 2337	 10.3400	  7.0371	   9.716	 140.215
 2338	 10.3400	  7.0421	   9.721	 140.275
 2339	 10.3400	  7.0471	   9.726	 140.335
 2340	 10.3400	  7.0521	   9.731	 140.395
 2341	 10.3400	  7.0571	   9.736	 140.455
 2342	 10.3200	  7.0621	   9.741	 140.515
 2343	 10.3200	  7.0671	   9.746	 140.575
 2344	 10.3200	  7.0721	   9.751	 140.635
 2345	 10.3200	  7.0771	   9.756	 140.695
 2346	 10.3200	  7.0821	   9.761	 140.755
 2347	 10.3200	  7.0871	   9.766	 140.815
 2348	 10.3200	  7.0921	   9.771	 140.875
 2349	 10.3400	  7.0971	   9.776	 140.935
 2350	 10.3400	  7.1021	   9.781	 140.995
 2351	 10.3600	  7.1071	   9.786	 141.055
 2352	 10.3600	  7.1121	   9.791	 141.115
 2353	 10.3800	  7.1171	   9.796	 141.175
 2354	 10.3800	  7.1221	   9.801	 141.235
 2355	 10.4000	  7.1271	   9.806	 141.295
 2356	 10.4000	  7.1321	   9.811	 141.355
 2357	 10.4000	  7.1371	   9.816	 141.415
 2358	 10.3600	  7.1421	   9.821	 141.475
 2359	 10.3200	  7.1471	   9.826	 141.535
 2360	 10.2600	  7.1533	   9.832	 141.595
 2361	 10.2400	  7.1571	   9.836	 141.655
 2362	 10.2200	  7.1633	   9.842	 141.715
 2363	 10.2000	  7.1671	   9.846	 141.775
 2364	 10.2000	  7.1733	   9.852	 141.835
 2365	 10.2000	  7.1783	   9.858	 141.895
 2366	 10.2000	  7.1833	   9.863	 141.955
 2367	 10.2000	  7.1883	   9.867	 142.015
 2368	 10.1800	  7.1933	   9.872	 142.075
 2369	 10.2000	  7.1983	   9.877	 142.135
 2370	 10.2000	  7.2033	   9.882	 142.195
 2371	 10.2000	  7.2083	   9.887	 142.255
 2372	 10.2000	  7.2133	   9.892	 142.315
 2373	 10.2000	  7.2183	   9.898	 142.375
 2374	 10.2000	  7.2233	   9.903	 142.435
 2375	 10.2000	  7.2283	   9.907	 142.495
 2376	 10.2000	  7.2333	   9.912	 142.555
 2377	 10.2000	  7.2383	   9.917	 142.615
 2378	 10.2000	  7.2433	   9.922	 142.675
 2379	 10.2000	  7.2483	   9.927	 142.735
 2380	 10.2000	  7.2533	   9.932	 142.795
 2381	 10.2000	  7.2583	   9.938	 142.855
 2382	 10.2000	  7.2633	   9.943	 142.915
 2383	 10.2000	  7.2683	   9.948	 142.975
 2384	 10.2200	  7.2733	   9.952	 143.035
 2385	 10.2200	  7.2783	   9.957	 143.095
 2386	 10.2200	  7.2833	   9.962	 143.155
 2387	 10.2200	  7.2883	   9.967	 143.215
 2388	 10.2200	  7.2933	   9.972	 143.275
 2389	 10.2200	  7.2983	   9.977	 143.335
 2390	 10.2200	  7.3033	   9.983	 143.395
 2391	 10.2200	  7.3083	   9.988	 143.455
 2392	 10.2200	  7.3133	   9.992	 143.515
 2393	 10.2200	  7.3183	   9.997	 143.575
 2394	 10.2200	  7.3233	  10.002	 143.635
 2395	 10.2200	  7.3283	  10.007	 143.695
 2396	 10.2200	  7.3333	  10.012	 143.755
 2397	 10.2400	  7.3383	  10.017	 143.815
 2398	 10.2400	  7.3446	  10.024	 143.875
 2399	 10.2400	  7.3483	  10.028	 143.935
 2400	 10.2400	  7.3533	  10.032	 143.995
 2401	 10.2400	  7.3583	  10.037	 144.055
 2402	 10.2400	  7.3646	  10.044	 144.115
 2403	 10.2400	  7.3696	  10.049	 144.175
 2404	 10.2400	  7.3746	  10.054	 144.235
 2405	 10.2400	  7.3796	  10.059	 144.295
 2406	 10.2400	  7.3846	  10.064	 144.355
 2407	 10.2400	  7.3896	  10.069	 144.415
 2408	 10.2400	  7.3946	  10.074	 144.475
 2409	 10.2400	  7.3996	  10.079	 144.535
 2410	 10.2400	  7.4046	  10.084	 144.595
 2411	 10.2400	  7.4096	  10.089	 144.655
 2412	 10.2600	  7.4146	  10.094	 144.715
 2413	 10.2600	  7.4196	  10.099	 144.775
 2414	 10.2600	  7.4246	  10.104	 144.835
 2415	 10.2600	  7.4296	  10.109	 144.895
 2416	 10.2600	  7.4346	  10.114	 144.955
 2417	 10.2600	  7.4396	  10.119	 145.015
 2418	 10.2600	  7.4446	  10.124	 145.075
 2419	 10.2600	  7.4496	  10.129	 145.135
 2420	 10.2600	  7.4546	  10.134	 145.195
 2421	 10.2600	  7.4596	  10.139	 145.255
 2422	 10.2600	  7.4646	  10.144	 145.315
 2423	 10.2600	  7.4696	  10.149	 145.375
 2424	 10.2600	  7.4746	  10.154	 145.435
 2425	 10.2600	  7.4796	  10.159	 145.495
 2426	 10.2600	  7.4846	  10.164	 145.555
 2427	 10.2600	  7.4896	  10.169	 145.615
 2428	 10.2800	  7.4946	  10.174	 145.675
 2429	 10.2800	  7.4996	  10.179	 145.735
 2430	 10.2800	  7.5046	  10.184	 145.795
 2431	 10.2800	  7.5096	  10.189	 145.855
 2432	 10.2800	  7.5146	  10.194	 145.915
 2433	 10.2800	  7.5196	  10.199	 145.975
 2434	 10.2800	  7.5246	  10.204	 146.035
 2435	 10.2800	  7.5296	  10.209	 146.095
 2436	 10.2800	  7.5346	  10.214	 146.155
 2437	 10.2800	  7.5396	  10.219	 146.215
 2438	 10.2800	  7.5446	  10.224	 146.275
 2439	 10.2800	  7.5496	  10.229	 146.335
 2440	 10.2800	  7.5546	  10.234	 146.395
 2441	 10.2800	  7.5596	  10.239	 146.455
 2442	 10.2800	  7.5646	  10.244	 146.515
 2443	 10.2800	  7.5696	  10.249	 146.575
 2444	 10.2800	  7.5746	  10.254	 146.635
 2445	 10.2800	  7.5796	  10.259	 146.695
 2446	 10.2800	  7.5846	  10.264	 146.755
 2447	 10.3000	  7.5896	  10.269	 146.815
 2448	 10.2800	  7.5958	  10.275	 146.875
 2449	 10.3000	  7.6008	  10.280	 146.935
 2450	 10.3000	  7.6058	  10.285	 146.995
 2451	 10.3000	  7.6108	  10.290	 147.055
 2452	 10.3000	  7.6158	  10.295	 147.115
 2453	 10.3000	  7.6208	  10.300	 147.175
 2454	 10.3000	  7.6258	  10.305	 147.235
 2455	 10.3000	  7.6308	  10.310	 147.295
 2456	 10.3000	  7.6358	  10.315	 147.355
 2457	 10.3000	  7.6408	  10.320	 147.415
 2458	 10.3000	  7.6458	  10.325	 147.475
 2459	 10.3000	  7.6508	  10.330	 147.535
 2460	 10.3000	  7.6558	  10.335	 147.595
 2461	 10.3000	  7.6608	  10.340	 147.655
 2462	 10.3000	  7.6658	  10.345	 147.715
 2463	 10.3000	  7.6708	  10.350	 147.775
 2464	 10.3000	  7.6758	  10.355	 147.835
 2465	 10.3000	  7.6808	  10.360	 147.895
 2466	 10.3200	  7.6858	  10.365	 147.955
 2467	 10.3200	  7.6908	  10.370	 148.015
 2468	 10.3200	  7.6958	  10.375	 148.075
 2469	 10.3200	  7.7008	  10.380	 148.135
 2470	 10.3200	  7.7058	  10.385	 148.195
 2471	 10.3200	  7.7108	  10.390	 148.255
 2472	 10.3200	  7.7158	  10.395	 148.315
 2473	 10.3200	  7.7208	  10.400	 148.375
 2474	 10.3200	  7.7258	  10.405	 148.435
 2475	 10.3200	  7.7308	  10.410	 148.495
 2476	 10.3200	  7.7358	  10.415	 148.555
 2477	 10.3200	  7.7408	  10.420	 148.615
 2478	 10.3200	  7.7458	  10.425	 148.675
 2479	 10.3200	  7.7508	  10.430	 148.735
 2480	 10.3200	  7.7558	  10.435	 148.795
 2481	 10.3200	  7.7608	  10.440	 148.855
 2482	 10.3200	  7.7658	  10.445	 148.915
 2483	 10.3200	  7.7708	  10.450	 148.975
 2484	 10.3200	  7.7758	  10.455	 149.035
 2485	 10.3200	  7.7808	  10.460	 149.095
 2486	 10.3200	  7.7858	  10.465	 149.155
 2487	 10.3200	  7.7908	  10.470	 149.215
 2488	 10.3200	  7.7958	  10.475	 149.275
