0
Diameter:	   3.00
   6.00
Area:	  18.0000
Gauge:	  25.00
2009-1-20
Polimero
amostra 20mm/min
DataNumber:	3772
Order	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1662	  0.2400	 83.3125	  83.312	  99.715
 1663	  0.2400	 83.3637	  83.364	  99.775
 1664	  0.2400	 83.4137	  83.414	  99.835
 1665	  0.2400	 83.4637	  83.464	  99.895
 1666	  0.2400	 83.5137	  83.514	  99.955
 1667	  0.2400	 83.5650	  83.565	 100.015
 1668	  0.2400	 83.6137	  83.614	 100.075
 1669	  0.2400	 83.6637	  83.664	 100.135
 1670	  0.2400	 83.7150	  83.715	 100.195
 1671	  0.2400	 83.7650	  83.765	 100.255
 1672	  0.2400	 83.8162	  83.816	 100.315
 1673	  0.2400	 83.8662	  83.866	 100.375
 1674	  0.2400	 83.9162	  83.916	 100.435
 1675	  0.2400	 83.9662	  83.966	 100.495
 1676	  0.2400	 84.0163	  84.016	 100.555
 1677	  0.2400	 84.0675	  84.067	 100.615
 1678	  0.2400	 84.1175	  84.118	 100.675
 1679	  0.2400	 84.1675	  84.167	 100.735
 1680	  0.2400	 84.2175	  84.217	 100.795
 1681	  0.2400	 84.2687	  84.269	 100.855
 1682	  0.2400	 84.3175	  84.317	 100.915
 1683	  0.2400	 84.3688	  84.369	 100.975
 1684	  0.2400	 84.4187	  84.419	 101.035
 1685	  0.2400	 84.4688	  84.469	 101.095
 1686	  0.2400	 84.5187	  84.519	 101.155
 1687	  0.2400	 84.5687	  84.569	 101.215
 1688	  0.2400	 84.6188	  84.619	 101.275
 1689	  0.2400	 84.6687	  84.669	 101.335
 1690	  0.2400	 84.7200	  84.720	 101.395
 1691	  0.2400	 84.7700	  84.770	 101.455
 1692	  0.2400	 84.8200	  84.820	 101.515
 1693	  0.2400	 84.8700	  84.870	 101.575
 1694	  0.2400	 84.9200	  84.920	 101.635
 1695	  0.2400	 84.9712	  84.971	 101.695
 1696	  0.2400	 85.0200	  85.020	 101.755
 1697	  0.2400	 85.0713	  85.071	 101.815
 1698	  0.2400	 85.1212	  85.121	 101.875
 1699	  0.2400	 85.1700	  85.170	 101.935
 1700	  0.2400	 85.2200	  85.220	 101.995
 1701	  0.2400	 85.2700	  85.270	 102.055
 1702	  0.2400	 85.3213	  85.321	 102.115
 1703	  0.2400	 85.3712	  85.371	 102.175
 1704	  0.2400	 85.4212	  85.421	 102.235
 1705	  0.2400	 85.4712	  85.471	 102.295
 1706	  0.2400	 85.5212	  85.521	 102.355
 1707	  0.2400	 85.5713	  85.571	 102.415
 1708	  0.2400	 85.6225	  85.622	 102.475
 1709	  0.2400	 85.6712	  85.671	 102.535
 1710	  0.2400	 85.7212	  85.721	 102.595
 1711	  0.2400	 85.7725	  85.772	 102.655
 1712	  0.2400	 85.8225	  85.822	 102.715
 1713	  0.2400	 85.8725	  85.872	 102.775
 1714	  0.2400	 85.9225	  85.923	 102.835
 1715	  0.2400	 85.9737	  85.974	 102.895
 1716	  0.2400	 86.0238	  86.024	 102.955
 1717	  0.2400	 86.0750	  86.075	 103.015
 1718	  0.2400	 86.1237	  86.124	 103.075
 1719	  0.2400	 86.1725	  86.173	 103.135
 1720	  0.2400	 86.2225	  86.222	 103.195
 1721	  0.2400	 86.2725	  86.272	 103.255
 1722	  0.2400	 86.3237	  86.324	 103.315
 1723	  0.2400	 86.3737	  86.374	 103.375
 1724	  0.2400	 86.4238	  86.424	 103.435
 1725	  0.2400	 86.4737	  86.474	 103.495
 1726	  0.2400	 86.5238	  86.524	 103.555
 1727	  0.2400	 86.5737	  86.574	 103.615
 1728	  0.2400	 86.6237	  86.624	 103.675
 1729	  0.2400	 86.6750	  86.675	 103.735
 1730	  0.2400	 86.7250	  86.725	 103.795
 1731	  0.2400	 86.7750	  86.775	 103.855
 1732	  0.2400	 86.8250	  86.825	 103.915
 1733	  0.2400	 86.8763	  86.876	 103.975
 1734	  0.2400	 86.9262	  86.926	 104.035
 1735	  0.2400	 86.9737	  86.974	 104.095
 1736	  0.2400	 87.0250	  87.025	 104.155
 1737	  0.2400	 87.0750	  87.075	 104.215
 1738	  0.2400	 87.1263	  87.126	 104.275
 1739	  0.2400	 87.1762	  87.176	 104.335
 1740	  0.2400	 87.2262	  87.226	 104.395
 1741	  0.2400	 87.2762	  87.276	 104.455
 1742	  0.2400	 87.3275	  87.327	 104.515
 1743	  0.2400	 87.3763	  87.376	 104.575
 1744	  0.2400	 87.4262	  87.426	 104.635
 1745	  0.2400	 87.4775	  87.478	 104.695
 1746	  0.2400	 87.5275	  87.527	 104.755
 1747	  0.2400	 87.5788	  87.579	 104.815
 1748	  0.2400	 87.6275	  87.627	 104.875
 1749	  0.2400	 87.6775	  87.677	 104.935
 1750	  0.2400	 87.7275	  87.728	 104.995
 1751	  0.2400	 87.7775	  87.777	 105.055
 1752	  0.2400	 87.8275	  87.827	 105.115
 1753	  0.2400	 87.8775	  87.877	 105.175
 1754	  0.2400	 87.9287	  87.929	 105.235
 1755	  0.2400	 87.9787	  87.979	 105.295
 1756	  0.2400	 88.0287	  88.029	 105.355
 1757	  0.2400	 88.0788	  88.079	 105.415
 1758	  0.2400	 88.1287	  88.129	 105.475
 1759	  0.2400	 88.1787	  88.179	 105.535
 1760	  0.2400	 88.2287	  88.229	 105.595
 1761	  0.2400	 88.2800	  88.280	 105.655
 1762	  0.2400	 88.3300	  88.330	 105.715
 1763	  0.2400	 88.3800	  88.380	 105.775
 1764	  0.2400	 88.4300	  88.430	 105.835
 1765	  0.2400	 88.4800	  88.480	 105.895
 1766	  0.2400	 88.5300	  88.530	 105.955
 1767	  0.2400	 88.5812	  88.581	 106.015
 1768	  0.2400	 88.6300	  88.630	 106.075
 1769	  0.2400	 88.6800	  88.680	 106.135
 1770	  0.2400	 88.7312	  88.731	 106.195
 1771	  0.2400	 88.7800	  88.780	 106.255
 1772	  0.2400	 88.8300	  88.830	 106.315
 1773	  0.2400	 88.8800	  88.880	 106.375
 1774	  0.2400	 88.9300	  88.930	 106.435
 1775	  0.2400	 88.9800	  88.980	 106.495
 1776	  0.2400	 89.0300	  89.030	 106.555
 1777	  0.2400	 89.0812	  89.081	 106.615
 1778	  0.2400	 89.1312	  89.131	 106.675
 1779	  0.2400	 89.1813	  89.181	 106.735
 1780	  0.2400	 89.2312	  89.231	 106.795
 1781	  0.2400	 89.2812	  89.281	 106.855
 1782	  0.2400	 89.3312	  89.331	 106.915
 1783	  0.2400	 89.3825	  89.382	 106.975
 1784	  0.2400	 89.4313	  89.431	 107.035
 1785	  0.2400	 89.4812	  89.481	 107.095
 1786	  0.2400	 89.5312	  89.531	 107.155
 1787	  0.2400	 89.5812	  89.581	 107.215
 1788	  0.2400	 89.6312	  89.631	 107.275
 1789	  0.2400	 89.6813	  89.681	 107.335
 1790	  0.2400	 89.7312	  89.731	 107.395
 1791	  0.2400	 89.7812	  89.781	 107.455
 1792	  0.2400	 89.8325	  89.832	 107.515
 1793	  0.2400	 89.8812	  89.881	 107.575
 1794	  0.2400	 89.9313	  89.931	 107.635
 1795	  0.2400	 89.9825	  89.982	 107.695
 1796	  0.2400	 90.0325	  90.033	 107.755
 1797	  0.2400	 90.0825	  90.082	 107.815
 1798	  0.2400	 90.1325	  90.132	 107.875
 1799	  0.2400	 90.1837	  90.184	 107.935
 1800	  0.2400	 90.2325	  90.232	 107.995
 1801	  0.2400	 90.2825	  90.283	 108.055
 1802	  0.2400	 90.3337	  90.334	 108.115
 1803	  0.2400	 90.3838	  90.384	 108.175
 1804	  0.2400	 90.4337	  90.434	 108.235
 1805	  0.2400	 90.4837	  90.484	 108.295
 1806	  0.2400	 90.5350	  90.535	 108.355
 1807	  0.2400	 90.5837	  90.584	 108.415
 1808	  0.2400	 90.6350	  90.635	 108.475
 1809	  0.2400	 90.6850	  90.685	 108.535
 1810	  0.2400	 90.7337	  90.734	 108.595
 1811	  0.2400	 90.7850	  90.785	 108.655
 1812	  0.2400	 90.8350	  90.835	 108.715
 1813	  0.2400	 90.8850	  90.885	 108.775
 1814	  0.2400	 90.9350	  90.935	 108.835
 1815	  0.2400	 90.9850	  90.985	 108.895
 1816	  0.2400	 91.0350	  91.035	 108.955
 1817	  0.2400	 91.0863	  91.086	 109.015
 1818	  0.2400	 91.1362	  91.136	 109.075
 1819	  0.2400	 91.1850	  91.185	 109.135
 1820	  0.2400	 91.2362	  91.236	 109.195
 1821	  0.2400	 91.2862	  91.286	 109.255
 1822	  0.2400	 91.3363	  91.336	 109.315
 1823	  0.2400	 91.3862	  91.386	 109.375
 1824	  0.2400	 91.4375	  91.438	 109.435
 1825	  0.2400	 91.4862	  91.486	 109.495
 1826	  0.2400	 91.5362	  91.536	 109.555
 1827	  0.2400	 91.5875	  91.588	 109.615
 1828	  0.2400	 91.6375	  91.637	 109.675
 1829	  0.2400	 91.6875	  91.688	 109.735
 1830	  0.2400	 91.7375	  91.737	 109.795
 1831	  0.2400	 91.7887	  91.789	 109.855
 1832	  0.2400	 91.8375	  91.838	 109.915
 1833	  0.2400	 91.8887	  91.889	 109.975
 1834	  0.2400	 91.9388	  91.939	 110.035
 1835	  0.2400	 91.9887	  91.989	 110.095
 1836	  0.2400	 92.0387	  92.039	 110.155
 1837	  0.2400	 92.0887	  92.089	 110.215
 1838	  0.2400	 92.1400	  92.140	 110.275
 1839	  0.2400	 92.1900	  92.190	 110.335
 1840	  0.2400	 92.2400	  92.240	 110.395
 1841	  0.2400	 92.2900	  92.290	 110.455
 1842	  0.2400	 92.3412	  92.341	 110.515
 1843	  0.2400	 92.3900	  92.390	 110.575
 1844	  0.2400	 92.4400	  92.440	 110.635
 1845	  0.2400	 92.4912	  92.491	 110.695
 1846	  0.2400	 92.5412	  92.541	 110.755
 1847	  0.2400	 92.5912	  92.591	 110.815
 1848	  0.2400	 92.6413	  92.641	 110.875
 1849	  0.2400	 92.6925	  92.692	 110.935
 1850	  0.2400	 92.7412	  92.741	 110.995
 1851	  0.2400	 92.7912	  92.791	 111.055
 1852	  0.2400	 92.8412	  92.841	 111.115
 1853	  0.2400	 92.8913	  92.891	 111.175
 1854	  0.2400	 92.9425	  92.942	 111.235
 1855	  0.2400	 92.9925	  92.993	 111.295
 1856	  0.2400	 93.0425	  93.042	 111.355
 1857	  0.2400	 93.0925	  93.092	 111.415
 1858	  0.2400	 93.1425	  93.142	 111.475
 1859	  0.2400	 93.1925	  93.192	 111.535
 1860	  0.2400	 93.2425	  93.243	 111.595
 1861	  0.2400	 93.2937	  93.294	 111.655
 1862	  0.2400	 93.3425	  93.342	 111.715
 1863	  0.2400	 93.3937	  93.394	 111.775
 1864	  0.2400	 93.4437	  93.444	 111.835
 1865	  0.2400	 93.4938	  93.494	 111.895
 1866	  0.2400	 93.5437	  93.544	 111.955
 1867	  0.2400	 93.5950	  93.595	 112.015
 1868	  0.2400	 93.6437	  93.644	 112.075
 1869	  0.2400	 93.6937	  93.694	 112.135
 1870	  0.2400	 93.7438	  93.744	 112.195
 1871	  0.2400	 93.7937	  93.794	 112.255
 1872	  0.2400	 93.8450	  93.845	 112.315
 1873	  0.2400	 93.8950	  93.895	 112.375
 1874	  0.2400	 93.9450	  93.945	 112.435
 1875	  0.2400	 93.9950	  93.995	 112.495
 1876	  0.2400	 94.0450	  94.045	 112.555
 1877	  0.2400	 94.0950	  94.095	 112.615
 1878	  0.2400	 94.1450	  94.145	 112.675
 1879	  0.2400	 94.1963	  94.196	 112.735
 1880	  0.2400	 94.2462	  94.246	 112.795
 1881	  0.2400	 94.2975	  94.298	 112.855
 1882	  0.2400	 94.3462	  94.346	 112.915
 1883	  0.2400	 94.3975	  94.397	 112.975
 1884	  0.2400	 94.4475	  94.447	 113.035
 1885	  0.2400	 94.4975	  94.497	 113.095
 1886	  0.2400	 94.5475	  94.548	 113.155
 1887	  0.2400	 94.5975	  94.597	 113.215
 1888	  0.2400	 94.6488	  94.649	 113.275
 1889	  0.2400	 94.6987	  94.699	 113.335
 1890	  0.2400	 94.7487	  94.749	 113.395
 1891	  0.2400	 94.8000	  94.800	 113.455
 1892	  0.2400	 94.8500	  94.850	 113.515
 1893	  0.2400	 94.8988	  94.899	 113.575
 1894	  0.2400	 94.9487	  94.949	 113.635
 1895	  0.2400	 95.0000	  95.000	 113.695
 1896	  0.2400	 95.0500	  95.050	 113.755
 1897	  0.2400	 95.1012	  95.101	 113.815
 1898	  0.2400	 95.1488	  95.149	 113.875
 1899	  0.2400	 95.2000	  95.200	 113.935
 1900	  0.2400	 95.2500	  95.250	 113.995
 1901	  0.2400	 95.3000	  95.300	 114.055
 1902	  0.2400	 95.3500	  95.350	 114.115
 1903	  0.2400	 95.4000	  95.400	 114.175
 1904	  0.2400	 95.4512	  95.451	 114.235
 1905	  0.2400	 95.5013	  95.501	 114.295
 1906	  0.2400	 95.5512	  95.551	 114.355
 1907	  0.2400	 95.6012	  95.601	 114.415
 1908	  0.2400	 95.6525	  95.652	 114.475
 1909	  0.2400	 95.7025	  95.702	 114.535
 1910	  0.2400	 95.7525	  95.752	 114.595
 1911	  0.2400	 95.8025	  95.802	 114.655
 1912	  0.2400	 95.8525	  95.853	 114.715
 1913	  0.2400	 95.9012	  95.901	 114.775
 1914	  0.2400	 95.9512	  95.951	 114.835
 1915	  0.2400	 96.0025	  96.002	 114.895
 1916	  0.2400	 96.0525	  96.052	 114.955
 1917	  0.2400	 96.1025	  96.103	 115.015
 1918	  0.2400	 96.1525	  96.152	 115.075
 1919	  0.2400	 96.2025	  96.202	 115.135
 1920	  0.2400	 96.2537	  96.254	 115.195
 1921	  0.2400	 96.3037	  96.304	 115.255
 1922	  0.2400	 96.3537	  96.354	 115.315
 1923	  0.2400	 96.4037	  96.404	 115.375
 1924	  0.2400	 96.4550	  96.455	 115.435
 1925	  0.2400	 96.5050	  96.505	 115.495
 1926	  0.2400	 96.5550	  96.555	 115.555
 1927	  0.2400	 96.6050	  96.605	 115.615
 1928	  0.2400	 96.6550	  96.655	 115.675
 1929	  0.2400	 96.7062	  96.706	 115.735
 1930	  0.2400	 96.7550	  96.755	 115.795
 1931	  0.2400	 96.8050	  96.805	 115.855
 1932	  0.2400	 96.8537	  96.854	 115.915
 1933	  0.2400	 96.9050	  96.905	 115.975
 1934	  0.2400	 96.9550	  96.955	 116.035
 1935	  0.2400	 97.0037	  97.004	 116.095
 1936	  0.2400	 97.0550	  97.055	 116.155
 1937	  0.2400	 97.1050	  97.105	 116.215
 1938	  0.2400	 97.1562	  97.156	 116.275
 1939	  0.2400	 97.2050	  97.205	 116.335
 1940	  0.2400	 97.2562	  97.256	 116.395
 1941	  0.2400	 97.3063	  97.306	 116.455
 1942	  0.2400	 97.3562	  97.356	 116.515
 1943	  0.2400	 97.4062	  97.406	 116.575
 1944	  0.2400	 97.4562	  97.456	 116.635
 1945	  0.2400	 97.5062	  97.506	 116.695
 1946	  0.2400	 97.5563	  97.556	 116.755
 1947	  0.2400	 97.6050	  97.605	 116.815
 1948	  0.2400	 97.6550	  97.655	 116.875
 1949	  0.2400	 97.7062	  97.706	 116.935
 1950	  0.2400	 97.7562	  97.756	 116.995
 1951	  0.2400	 97.8050	  97.805	 117.055
 1952	  0.2400	 97.8562	  97.856	 117.115
 1953	  0.2400	 97.9062	  97.906	 117.175
 1954	  0.2400	 97.9562	  97.956	 117.235
 1955	  0.2400	 98.0062	  98.006	 117.295
 1956	  0.2400	 98.0563	  98.056	 117.355
 1957	  0.2400	 98.1062	  98.106	 117.415
 1958	  0.2400	 98.1575	  98.158	 117.475
 1959	  0.2400	 98.2075	  98.207	 117.535
 1960	  0.2400	 98.2575	  98.257	 117.595
 1961	  0.2400	 98.3063	  98.306	 117.655
 1962	  0.2400	 98.3562	  98.356	 117.715
 1963	  0.2400	 98.4075	  98.408	 117.775
 1964	  0.2400	 98.4575	  98.457	 117.835
 1965	  0.2400	 98.5075	  98.507	 117.895
 1966	  0.2400	 98.5575	  98.557	 117.955
 1967	  0.2400	 98.6087	  98.609	 118.015
 1968	  0.2400	 98.6587	  98.659	 118.075
 1969	  0.2400	 98.7075	  98.707	 118.135
 1970	  0.2400	 98.7588	  98.759	 118.195
 1971	  0.2400	 98.8087	  98.809	 118.255
 1972	  0.2400	 98.8600	  98.860	 118.315
 1973	  0.2400	 98.9087	  98.909	 118.375
 1974	  0.2400	 98.9587	  98.959	 118.435
 1975	  0.2400	 99.0088	  99.009	 118.495
 1976	  0.2400	 99.0587	  99.059	 118.555
 1977	  0.2400	 99.1087	  99.109	 118.615
 1978	  0.2400	 99.1587	  99.159	 118.675
 1979	  0.2400	 99.2100	  99.210	 118.735
 1980	  0.2400	 99.2600	  99.260	 118.795
 1981	  0.2400	 99.3100	  99.310	 118.855
 1982	  0.2400	 99.3600	  99.360	 118.915
 1983	  0.2400	 99.4100	  99.410	 118.975
 1984	  0.2400	 99.4600	  99.460	 119.035
 1985	  0.2400	 99.5100	  99.510	 119.095
 1986	  0.2400	 99.5600	  99.560	 119.155
 1987	  0.2400	 99.6100	  99.610	 119.215
 1988	  0.2400	 99.6612	  99.661	 119.275
 1989	  0.2400	 99.7113	  99.711	 119.335
 1990	  0.2400	 99.7612	  99.761	 119.395
 1991	  0.2400	 99.8112	  99.811	 119.455
 1992	  0.2400	 99.8625	  99.862	 119.515
 1993	  0.2400	 99.9112	  99.911	 119.575
 1994	  0.2400	 99.9613	  99.961	 119.635
 1995	  0.2400	100.0125	 100.012	 119.695
 1996	  0.2400	100.0625	 100.062	 119.755
 1997	  0.2400	100.1112	 100.111	 119.815
 1998	  0.2400	100.1612	 100.161	 119.875
 1999	  0.2400	100.2125	 100.213	 119.935
 2000	  0.2400	100.2625	 100.262	 119.995
 2001	  0.2400	100.3125	 100.312	 120.055
 2002	  0.2400	100.3625	 100.362	 120.115
 2003	  0.2400	100.4125	 100.412	 120.175
 2004	  0.2400	100.4637	 100.464	 120.235
 2005	  0.2400	100.5137	 100.514	 120.295
 2006	  0.2400	100.5638	 100.564	 120.355
 2007	  0.2400	100.6137	 100.614	 120.415
 2008	  0.2400	100.6650	 100.665	 120.475
 2009	  0.2400	100.7150	 100.715	 120.535
 2010	  0.2400	100.7637	 100.764	 120.595
 2011	  0.2400	100.8150	 100.815	 120.655
 2012	  0.2400	100.8637	 100.864	 120.715
 2013	  0.2400	100.9150	 100.915	 120.775
 2014	  0.2400	100.9650	 100.965	 120.835
 2015	  0.2400	101.0150	 101.015	 120.895
 2016	  0.2400	101.0650	 101.065	 120.955
 2017	  0.2400	101.1162	 101.116	 121.015
 2018	  0.2400	101.1662	 101.166	 121.075
 2019	  0.2400	101.2150	 101.215	 121.135
 2020	  0.2400	101.2663	 101.266	 121.195
 2021	  0.2400	101.3162	 101.316	 121.255
 2022	  0.2400	101.3662	 101.366	 121.315
 2023	  0.2400	101.4162	 101.416	 121.375
 2024	  0.2400	101.4675	 101.467	 121.435
 2025	  0.2400	101.5163	 101.516	 121.495
 2026	  0.2400	101.5662	 101.566	 121.555
 2027	  0.2400	101.6162	 101.616	 121.615
 2028	  0.2400	101.6662	 101.666	 121.675
 2029	  0.2400	101.7162	 101.716	 121.735
 2030	  0.2400	101.7663	 101.766	 121.795
 2031	  0.2400	101.8162	 101.816	 121.855
 2032	  0.2400	101.8662	 101.866	 121.915
 2033	  0.2400	101.9175	 101.917	 121.975
 2034	  0.2400	101.9675	 101.967	 122.035
 2035	  0.2400	102.0163	 102.016	 122.095
 2036	  0.2400	102.0675	 102.067	 122.155
 2037	  0.2400	102.1162	 102.116	 122.215
 2038	  0.2400	102.1675	 102.167	 122.275
 2039	  0.2400	102.2175	 102.217	 122.335
 2040	  0.2400	102.2675	 102.267	 122.395
 2041	  0.2400	102.3175	 102.317	 122.455
 2042	  0.2400	102.3675	 102.368	 122.515
 2043	  0.2400	102.4175	 102.417	 122.575
 2044	  0.2400	102.4675	 102.467	 122.635
 2045	  0.2400	102.5187	 102.519	 122.695
 2046	  0.2400	102.5687	 102.569	 122.755
 2047	  0.2400	102.6187	 102.619	 122.815
 2048	  0.2400	102.6687	 102.669	 122.875
 2049	  0.2400	102.7200	 102.720	 122.935
 2050	  0.2400	102.7700	 102.770	 122.995
 2051	  0.2400	102.8200	 102.820	 123.055
 2052	  0.2400	102.8700	 102.870	 123.115
 2053	  0.2400	102.9200	 102.920	 123.175
 2054	  0.2400	102.9700	 102.970	 123.235
 2055	  0.2400	103.0200	 103.020	 123.295
 2056	  0.2400	103.0713	 103.071	 123.355
 2057	  0.2400	103.1212	 103.121	 123.415
 2058	  0.2400	103.1712	 103.171	 123.475
 2059	  0.2400	103.2212	 103.221	 123.535
 2060	  0.2400	103.2712	 103.271	 123.595
 2061	  0.2400	103.3225	 103.322	 123.655
 2062	  0.2400	103.3712	 103.371	 123.715
 2063	  0.2400	103.4225	 103.423	 123.775
 2064	  0.2400	103.4725	 103.472	 123.835
 2065	  0.2400	103.5238	 103.524	 123.895
 2066	  0.2400	103.5725	 103.572	 123.955
 2067	  0.2400	103.6237	 103.624	 124.015
 2068	  0.2400	103.6737	 103.674	 124.075
 2069	  0.2400	103.7237	 103.724	 124.135
 2070	  0.2400	103.7738	 103.774	 124.195
 2071	  0.2400	103.8237	 103.824	 124.255
 2072	  0.2400	103.8750	 103.875	 124.315
 2073	  0.2400	103.9250	 103.925	 124.375
 2074	  0.2400	103.9750	 103.975	 124.435
 2075	  0.2400	104.0250	 104.025	 124.495
 2076	  0.2400	104.0750	 104.075	 124.555
 2077	  0.2400	104.1263	 104.126	 124.615
 2078	  0.2400	104.1762	 104.176	 124.675
 2079	  0.2400	104.2262	 104.226	 124.735
 2080	  0.2400	104.2762	 104.276	 124.795
 2081	  0.2400	104.3275	 104.327	 124.855
 2082	  0.2400	104.3763	 104.376	 124.915
 2083	  0.2400	104.4275	 104.427	 124.975
 2084	  0.2400	104.4775	 104.478	 125.035
 2085	  0.2400	104.5275	 104.527	 125.095
 2086	  0.2400	104.5788	 104.579	 125.155
 2087	  0.2400	104.6287	 104.629	 125.215
 2088	  0.2400	104.6787	 104.679	 125.275
 2089	  0.2400	104.7287	 104.729	 125.335
 2090	  0.2400	104.7800	 104.780	 125.395
 2091	  0.2400	104.8300	 104.830	 125.455
 2092	  0.2400	104.8800	 104.880	 125.515
 2093	  0.2400	104.9300	 104.930	 125.575
 2094	  0.2400	104.9800	 104.980	 125.635
 2095	  0.2400	105.0300	 105.030	 125.695
 2096	  0.2400	105.0800	 105.080	 125.755
 2097	  0.2400	105.1312	 105.131	 125.815
 2098	  0.2400	105.1812	 105.181	 125.875
 2099	  0.2400	105.2312	 105.231	 125.935
 2100	  0.2400	105.2800	 105.280	 125.995
 2101	  0.2400	105.3300	 105.330	 126.055
 2102	  0.2400	105.3800	 105.380	 126.115
 2103	  0.2400	105.4300	 105.430	 126.175
 2104	  0.2400	105.4812	 105.481	 126.235
 2105	  0.2400	105.5312	 105.531	 126.295
 2106	  0.2400	105.5812	 105.581	 126.355
 2107	  0.2400	105.6312	 105.631	 126.415
 2108	  0.2400	105.6812	 105.681	 126.475
 2109	  0.2400	105.7312	 105.731	 126.535
 2110	  0.2400	105.7812	 105.781	 126.595
 2111	  0.2400	105.8325	 105.832	 126.655
 2112	  0.2400	105.8812	 105.881	 126.715
 2113	  0.2400	105.9300	 105.930	 126.775
 2114	  0.2400	105.9800	 105.980	 126.835
 2115	  0.2400	106.0300	 106.030	 126.895
 2116	  0.2400	106.0800	 106.080	 126.955
 2117	  0.2400	106.1300	 106.130	 127.015
 2118	  0.2400	106.1800	 106.180	 127.075
 2119	  0.2400	106.2300	 106.230	 127.135
 2120	  0.2400	106.2812	 106.281	 127.195
 2121	  0.2400	106.3300	 106.330	 127.255
 2122	  0.2400	106.3812	 106.381	 127.315
 2123	  0.2400	106.4300	 106.430	 127.375
 2124	  0.2400	106.4812	 106.481	 127.435
 2125	  0.2400	106.5312	 106.531	 127.495
 2126	  0.2400	106.5812	 106.581	 127.555
 2127	  0.2400	106.6312	 106.631	 127.615
 2128	  0.2400	106.6812	 106.681	 127.675
 2129	  0.2400	106.7325	 106.732	 127.735
 2130	  0.2400	106.7825	 106.783	 127.795
 2131	  0.2400	106.8325	 106.832	 127.855
 2132	  0.2400	106.8825	 106.882	 127.915
 2133	  0.2400	106.9337	 106.934	 127.975
 2134	  0.2400	106.9837	 106.984	 128.035
 2135	  0.2400	107.0325	 107.033	 128.095
 2136	  0.2400	107.0837	 107.084	 128.155
 2137	  0.2400	107.1338	 107.134	 128.215
 2138	  0.2400	107.1837	 107.184	 128.275
 2139	  0.2400	107.2337	 107.234	 128.335
 2140	  0.2400	107.2850	 107.285	 128.395
 2141	  0.2400	107.3350	 107.335	 128.455
 2142	  0.2400	107.3850	 107.385	 128.515
 2143	  0.2400	107.4350	 107.435	 128.575
 2144	  0.2400	107.4850	 107.485	 128.635
 2145	  0.2400	107.5362	 107.536	 128.695
 2146	  0.2400	107.5850	 107.585	 128.755
 2147	  0.2400	107.6362	 107.636	 128.815
 2148	  0.2400	107.6862	 107.686	 128.875
 2149	  0.2400	107.7375	 107.737	 128.935
 2150	  0.2400	107.7862	 107.786	 128.995
 2151	  0.2400	107.8363	 107.836	 129.055
 2152	  0.2400	107.8862	 107.886	 129.115
 2153	  0.2400	107.9362	 107.936	 129.175
 2154	  0.2400	107.9862	 107.986	 129.235
 2155	  0.2400	108.0362	 108.036	 129.295
 2156	  0.2400	108.0875	 108.087	 129.355
 2157	  0.2400	108.1375	 108.137	 129.415
 2158	  0.2400	108.1888	 108.189	 129.475
 2159	  0.2400	108.2375	 108.237	 129.535
 2160	  0.2400	108.2875	 108.287	 129.595
 2161	  0.2400	108.3387	 108.339	 129.655
 2162	  0.2400	108.3887	 108.389	 129.715
 2163	  0.2400	108.4388	 108.439	 129.775
 2164	  0.2400	108.4875	 108.487	 129.835
 2165	  0.2400	108.5387	 108.539	 129.895
 2166	  0.2400	108.5887	 108.589	 129.955
 2167	  0.2400	108.6400	 108.640	 130.015
 2168	  0.2400	108.6900	 108.690	 130.075
 2169	  0.2400	108.7387	 108.739	 130.135
 2170	  0.2400	108.7900	 108.790	 130.195
 2171	  0.2400	108.8400	 108.840	 130.255
 2172	  0.2400	108.8913	 108.891	 130.315
 2173	  0.2400	108.9400	 108.940	 130.375
 2174	  0.2400	108.9912	 108.991	 130.435
 2175	  0.2400	109.0412	 109.041	 130.495
 2176	  0.2400	109.0912	 109.091	 130.555
 2177	  0.2400	109.1413	 109.141	 130.615
 2178	  0.2400	109.1900	 109.190	 130.675
 2179	  0.2400	109.2412	 109.241	 130.735
 2180	  0.2400	109.2900	 109.290	 130.795
 2181	  0.2400	109.3412	 109.341	 130.855
 2182	  0.2400	109.3913	 109.391	 130.915
 2183	  0.2400	109.4412	 109.441	 130.975
 2184	  0.2400	109.4912	 109.491	 131.035
 2185	  0.2400	109.5412	 109.541	 131.095
 2186	  0.2400	109.5912	 109.591	 131.155
 2187	  0.2400	109.6413	 109.641	 131.215
 2188	  0.2400	109.6925	 109.692	 131.275
 2189	  0.2400	109.7412	 109.741	 131.335
 2190	  0.2400	109.7912	 109.791	 131.395
 2191	  0.2400	109.8412	 109.841	 131.455
 2192	  0.2400	109.8913	 109.891	 131.515
 2193	  0.2400	109.9412	 109.941	 131.575
 2194	  0.2400	109.9912	 109.991	 131.635
 2195	  0.2400	110.0412	 110.041	 131.695
 2196	  0.2400	110.0912	 110.091	 131.755
 2197	  0.2400	110.1413	 110.141	 131.815
 2198	  0.2400	110.1912	 110.191	 131.875
 2199	  0.2400	110.2412	 110.241	 131.935
 2200	  0.2400	110.2912	 110.291	 131.995
 2201	  0.2400	110.3400	 110.340	 132.055
 2202	  0.2400	110.3913	 110.391	 132.115
 2203	  0.2400	110.4412	 110.441	 132.175
